# docs-template v1.0.0 migration inventory
# B=37f7198edd9e27f1c7270fb74ce2caf83dca27de
# U=v1.0.0@f71e9ab20466ea2972158334261f5ae2b2265754
# P=d823baf77878693e46828ec423aaa8d444ec024f (clean cutoff; isolated worktree)
# resolution values: apply|merge|keep|remove|defer; disposition records non-destructive handling when applicable
path	upstream_delta	project_relation	resolution	disposition	rationale
src/core-ui/meter/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/meter/meter.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/meter/meter.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/navigation-menu/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/navigation-menu/navigation-menu.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/navigation-menu/navigation-menu.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/number-field/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/number-field/number-field.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/number-field/number-field.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/pagination/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/pagination/pagination.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/pagination/pagination.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/pagination/pagination.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/popover/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/popover/popover.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/popover/popover.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/popover/popover.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/preview-card/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/preview-card/preview-card.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/preview-card/preview-card.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/progress/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/progress/progress.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/progress/progress.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/progress/progress.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/prose/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/prose/prose.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/prose/prose.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/prose/prose.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/prose/typography.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/radio/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/radio/radio.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/radio/radio.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/radio/radio.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/scroll-area/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/scroll-area/scroll-area.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/scroll-area/scroll-area.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/scroll-area/scroll-area.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/segmented-control/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/segmented-control/segmented-control.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/segmented-control/segmented-control.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/select/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/select/select.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/select/select.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/select/select.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/separator/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/separator/separator.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/separator/separator.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/skeleton/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/skeleton/skeleton.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/skeleton/skeleton.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/skeleton/skeleton.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/slider/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/slider/slider.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/slider/slider.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/slider/slider.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/spinner/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/spinner/spinner.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/spinner/spinner.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/spinner/spinner.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/switch/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/switch/switch.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/switch/switch.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/switch/switch.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/table/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/table/table-scroll.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/table/table.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/table/table.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/table/table.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tabs/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tabs/tabs.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tabs/tabs.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tabs/tabs.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toast/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toast/toast.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toast/toast.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toggle/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toggle/toggle.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toggle/toggle.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/toggle/toggle.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tooltip/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tooltip/tooltip.recipe.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tooltip/tooltip.stories.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/core-ui/tooltip/tooltip.tsx	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/index.css	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/index.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/lib/utils.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/theme/text-styles.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
src/theme/typography.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
tsconfig.json	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
tsup.config.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
vite.config.ts	unchanged	project-only	keep	none	project-delta-preserved-without-template-change
